userid,probability,openness,agreeableness,neuroticism,conscientiousness,extraversion
78dca3ab3acdb0ad101245e95332ac68,2,0.8333333333333334,0.4166666666666667,0.16666666666666666,0.5,0.4166666666666667
dd9a68f52fd23e04592bdf08af807371,2,0.75,0.5833333333333334,0.4166666666666667,0.75,0.16666666666666666
c2daea04f1d84f2aa999c92200ec0222,1,0.9166666666666666,0.5,0.4166666666666667,0.5,0.25
fb6cc72fc2af933f3c6808fb9a6676c3,3,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5,0.25
ef94eddb28db4edca56013331b5dec8e,3,0.75,0.5,0.5833333333333334,0.75,0.5
d99db273e834f955834ba6ef2a2b60bd,1,0.5833333333333334,0.3333333333333333,0.25,1.0,0.25
cacdd140e39b8f7d9cd5c34781ab1c7c,2,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.5
e7c8485a3bb3eab91465cc76dcbd4748,2,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.9166666666666666
e11b65eb0dcb3c57eef5ebd096a5fd6a,2,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.75,0.25
8bb877fc4d206e9633f41afcf6f434da,1,0.5833333333333334,0.4166666666666667,0.75,0.6666666666666666,0.08333333333333333
977f6a958c559679b9dca86180611d47,1,0.5,0.25,0.5,0.5833333333333334,0.3333333333333333
485945b55ab3de6f0b9310efc3f6df6a,3,1.0,0.3333333333333333,0.0,1.0,0.08333333333333333
c0d05df54bcd2985bcd24c3bed2bfd71,1,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.5,0.3333333333333333
f85537ffab5ed6070c16e0d3c5475a29,2,0.9166666666666666,0.5,0.4166666666666667,0.6666666666666666,0.8333333333333334
ca12127d5f1198713631a62145557cf5,1,0.9166666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
298aaf1709b835aede4a4d176445c986,2,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.75
b94e3f9b71ee6dc3098eb2a5b01c21ee,2,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0
0eae92629ffc0a7f8e3da331d6165c22,2,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667
79e686209f702d41a8bbb321e093bf06,2,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.25
4d96607fb54831bf0c2eadf935949509,3,0.8333333333333334,0.4166666666666667,0.25,0.5833333333333334,0.25
394fbaab64153b5b0db2344c7e1bc7b8,2,0.8333333333333334,0.8333333333333334,0.08333333333333333,0.5833333333333334,0.8333333333333334
0abb6de2204f89752425ce67efcb8a45,3,0.75,0.5833333333333334,0.5,0.5833333333333334,0.5
8a06e1eb68189ccd352d8c64f09906b8,2,0.9166666666666666,0.25,0.6666666666666666,0.5833333333333334,0.5
2f7b73a8590616814caadf1f5faf21c2,1,0.9166666666666666,0.75,0.16666666666666666,0.8333333333333334,0.6666666666666666
6cb8b74bf49c9125022d672af1a18df6,3,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.75
bf365c8d86810cb26e345d00b566dc85,3,0.6666666666666666,0.25,0.16666666666666666,0.8333333333333334,0.16666666666666666
2991b667daafb17933f40ff1147f592a,2,0.75,0.4166666666666667,0.5,0.4166666666666667,0.3333333333333333
aa896478c00fac4050d39a232ed136d9,1,1.0,0.5833333333333334,0.08333333333333333,0.8333333333333334,0.5833333333333334
8089532820067141cdda1bef0e24fe6e,2,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.4166666666666667
c11e293807ce2c2f67d577a50ad114eb,2,1.0,0.5,0.08333333333333333,0.3333333333333333,0.6666666666666666
b6a98cdd574405de0a180be9e0eafe73,2,0.5,0.5833333333333334,0.5833333333333334,0.8333333333333334,0.3333333333333333
beaca1a921f1f14b352bf3fedb19b354,1,1.0,0.5,0.25,0.8333333333333334,0.8333333333333334
9fbafed65ef7f97b21f10c266d2c819f,2,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.5
a8628b669a0078a4ed4fbf82b6e047d7,2,0.75,0.5,0.25,0.5,0.08333333333333333
41115f617c7fed70e319754f752f043d,2,0.9166666666666666,0.8333333333333334,0.16666666666666666,0.5,0.5
e71887ed5a07922d41a0567ff8c79e12,1,0.8333333333333334,0.75,0.25,0.9166666666666666,0.25
a86bdc7d8a4a33649d3290133eb733ad,2,0.8333333333333334,0.5,0.4166666666666667,0.5,0.75
1526f4a779cc3723c955cddc3a353187,3,0.9166666666666666,0.6666666666666666,0.16666666666666666,1.0,0.5833333333333334
8cf9bfa3838cfc3f89f16e10a1ee59f4,1,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333
b3ae1f573ab0da7ae549c58ca338a14f,2,0.8333333333333334,0.5,0.5833333333333334,0.9166666666666666,0.08333333333333333
6df3fb2cc02d06bf4e2c6135ad6da376,2,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.5833333333333334
c6e04c6343a907c961108fef4a8199dd,3,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5
45605c7a6be3394394827efa08a9799b,2,0.9166666666666666,0.5833333333333334,1.0,0.25,0.3333333333333333
e585763cc728dbe4831d9da3a09b198f,2,0.3333333333333333,0.75,0.4166666666666667,0.5,0.6666666666666666
7885b124d03dd6f6fb2a7ad04b752fe0,3,1.0,0.6666666666666666,0.0,0.5833333333333334,0.3333333333333333
074ebec2822594b0edd299f4c537a795,2,1.0,0.5833333333333334,0.3333333333333333,0.5833333333333334,1.0
7f60f800e807c63a865f302b2b76a156,3,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5
4a2d7cb0d5db038f15697c3b99568b3a,3,0.5,0.8333333333333334,0.25,0.5,0.16666666666666666
78e6499e97a0d63098287ab3e5a3d577,2,0.75,0.3333333333333333,0.4166666666666667,0.75,0.25
1c2e6d8d6e0cfb2b41b804da6887bdfd,1,0.8333333333333334,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333
5f16b14e2d82c31755291f40e8b0ec73,1,0.6666666666666666,0.5,0.16666666666666666,0.9166666666666666,0.25
5af58060b20eaf97e38ef38de5d023a2,1,0.5,0.5,0.4166666666666667,0.5,0.5
832d86d3a05e2b4973c329471ee9d6c4,2,0.75,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.25
bf179c359f7f3a40ef7dc0cc7a96d916,2,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333
3cb885f5bbba64cea284e9332bea1d41,2,0.8333333333333334,0.0,0.6666666666666666,1.0,0.3333333333333333
dcc6eb2145ef8a8f576cb97b62e79359,3,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.5833333333333334
c44856e84d0bf38ab29aac2e4ed37fb2,3,0.9166666666666666,0.25,0.4166666666666667,0.5,0.75
74fc5fd7972ee74838cf90c79e7468e3,1,0.5833333333333334,0.5833333333333334,0.16666666666666666,1.0,0.16666666666666666
dda27bce673baaf7c1f2d227d6c04f42,1,0.75,0.5,0.16666666666666666,0.25,0.5
606c283f935f7934c965ca764a743959,3,0.75,0.4166666666666667,0.3333333333333333,0.75,0.5
3f77830c1b96c0ce003e248a069cf61d,3,0.9166666666666666,0.5833333333333334,0.75,0.75,0.5833333333333334
b2ca52bdda6d8c8fd621d1afeda56d18,2,0.5,0.4166666666666667,0.5833333333333334,0.5,0.5
9959ffe4dedb8041d94c104e6e39b1cf,3,1.0,0.3333333333333333,0.08333333333333333,0.5,0.5833333333333334
5574eba2387a0b2307f446ac87c2e2a3,2,0.75,0.4166666666666667,0.16666666666666666,0.75,0.3333333333333333
8f9f2afd1bdec2bc0ac0711654610368,2,0.8333333333333334,0.5833333333333334,0.25,0.5,0.4166666666666667
e2f13939d143d8921c77407f1faa36d6,2,0.75,0.4166666666666667,0.16666666666666666,0.5833333333333334,0.16666666666666666
03b6619900e1f5554bc066fe5be755ed,2,1.0,0.5,0.4166666666666667,0.9166666666666666,0.08333333333333333
fa51c8a9ad4010eae58ef1345aa6a241,2,0.75,0.9166666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666
51deb51779d69d0947428ce7f65de264,2,0.5833333333333334,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333
ecc745900000136738f3bc574ae233c6,1,1.0,0.25,0.3333333333333333,0.4166666666666667,0.25
a016f499808cff7b7912ecea5fc3bd92,2,0.8333333333333334,0.5,0.3333333333333333,0.5,0.25
353ff77978efc9ba25632dc21d837bdb,3,0.9166666666666666,0.5,0.16666666666666666,0.5833333333333334,0.5
ee6e559a70c5b3b092fffc14e94fc89f,1,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.25,0.5833333333333334
361ea6536a6f61563495650b55f70e8a,2,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.75,0.8333333333333334
c37b3d7813f3e6642e47ed82c46fa8a8,2,0.6666666666666666,0.5,0.5833333333333334,0.5,0.0
25818c3dd647d4a78eebad93b2191c4d,3,0.75,0.4166666666666667,0.8333333333333334,0.4166666666666667,0.08333333333333333
cd1a74f9c820092953698e2776307427,2,0.8333333333333334,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667
d9924c1cad7cfaaf0143c73323ecf75a,2,0.9166666666666666,0.5,0.16666666666666666,0.5833333333333334,0.4166666666666667
fcdd8aebd0b45961e07b82a64994f9cb,2,0.75,0.5,0.25,0.4166666666666667,0.75
2d5091f46b227e53ec876e460c7fd31f,2,1.0,0.8333333333333334,0.16666666666666666,0.5833333333333334,0.3333333333333333
a66e7f83b26de15fef7b721f75affee6,1,0.9166666666666666,0.4166666666666667,0.8333333333333334,0.3333333333333333,0.4166666666666667
4f9172efcb81db834498674dc3e03570,2,1.0,0.25,0.16666666666666666,0.75,0.6666666666666666
5fe6685734bc25fd5d7796414305cacc,2,0.5,0.16666666666666666,0.5833333333333334,0.3333333333333333,0.16666666666666666
0a15cfbb832dad71e3dff5a54f6f6744,3,0.9166666666666666,0.4166666666666667,0.0,0.8333333333333334,0.16666666666666666
0f741cad145cb26ecb0105b3525e1ecf,2,0.75,0.75,0.6666666666666666,0.5833333333333334,0.16666666666666666
1beb192fcbfba3b6afa17b00ae68605a,2,0.5,0.5833333333333334,0.25,0.75,0.8333333333333334
8e6ac49cfc652f613945d0122864a0bc,2,0.8333333333333334,0.3333333333333333,0.08333333333333333,1.0,0.16666666666666666
bc594620812a29d7c814ee128bb12427,3,0.75,0.5,0.08333333333333333,0.25,0.4166666666666667
f1b4c71d4f779ba63ff8e6079e0f956b,2,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333
638167696ccf09b6cac03aff39ac381a,2,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.75,0.16666666666666666
86909896cc043504051d9aa5b062e65f,2,0.5833333333333334,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.6666666666666666
92db41588fb6acb7b8056401602ed159,1,0.75,0.0,0.25,1.0,0.0
9c337bc9a8eae89122bbe726840f9d56,2,0.3333333333333333,0.5833333333333334,0.5,0.8333333333333334,0.08333333333333333
0867d54431f3ab8832122430352b1c5d,3,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.5833333333333334,0.16666666666666666
303cf2ce8a2b17c753a8d3be988e11fd,2,0.6666666666666666,0.75,0.0,1.0,0.08333333333333333
7f6196cb38a8743fc7b0074fb22fed51,1,0.5,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.5
a5f33f1822d09635446a5c6b6c9fd2e4,1,0.75,0.4166666666666667,0.4166666666666667,0.75,0.25
18e37deb2d36f25d6c38800f94afab02,2,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334
efd2126d7f53a77c39bfdd818a903e76,2,0.5833333333333334,0.5833333333333334,0.5,0.5,0.5833333333333334
cd3006656ff803042fd9ac99a3f0f9f5,2,0.5833333333333334,0.5,0.25,0.6666666666666666,0.8333333333333334
5793d3389ed374077fb52edf7f1b0c67,1,0.8333333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.75
eac2e1281daa55e8303d234ad31b6fde,2,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.9166666666666666
edfa9b859c9570eeaa11708eb867f59f,1,0.75,0.5,0.08333333333333333,0.8333333333333334,0.9166666666666666
edf136ea4b8d6ea43f221d3ec0681d1b,3,0.75,0.75,0.08333333333333333,0.25,0.16666666666666666
52010b521656518e8aa3937301e08b43,2,0.5,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.4166666666666667
353d73a2d9c5ba0b21e4186d567502b3,2,0.75,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.16666666666666666
10dae2db89bc660a12ae0a03ec03a28d,2,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.4166666666666667
51486a050b36f396d461df563f9a8772,2,0.75,1.0,0.25,0.8333333333333334,0.5
dd91994e50a6958da1684d70cbc38448,2,0.9166666666666666,0.5833333333333334,0.5,1.0,0.08333333333333333
786d18a26d4a6a97f97df8e7ac04a5c7,3,0.9166666666666666,0.6666666666666666,0.4166666666666667,0.16666666666666666,0.4166666666666667
badbb6d131b0db34852e5b7a6fea1ae6,2,1.0,0.3333333333333333,0.75,0.5,0.08333333333333333
704918231591527266cb521ba7b37255,1,1.0,0.3333333333333333,0.16666666666666666,0.75,0.4166666666666667
d94778708f4215e6dd10b32e022df06b,1,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.75
543e04330448412fc8a2540c47fe023d,1,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.75,0.16666666666666666
8f27982a6eaeba38c1c38b92e01ea2fd,2,0.9166666666666666,0.3333333333333333,0.25,0.5,0.5833333333333334
6cf0999127f571d16808c058e5087443,2,0.8333333333333334,0.25,0.6666666666666666,0.5833333333333334,0.25
e21b648e43e0de5c5381093191276c1a,1,0.4166666666666667,0.5,0.5833333333333334,0.8333333333333334,0.08333333333333333
a44eac2fba62477adfb8b519dc8ae3b7,3,1.0,0.3333333333333333,0.0,0.25,0.5
6bb2e5d0393b5cafea63735ff0a14eca,1,0.9166666666666666,0.75,0.5833333333333334,0.75,0.25
c56613815b9f708eb9df7eb6afd42a49,2,0.8333333333333334,0.4166666666666667,0.5,0.3333333333333333,0.25
c56613815b9f708eb9df7eb6afd42a49,2,0.8333333333333334,0.4166666666666667,0.5,0.3333333333333333,0.25
d8a5ed118c07a72f44e920900a4288ec,2,0.6666666666666666,0.6666666666666666,0.25,0.75,0.25
662067cb7aa1cd665c05325bc6ae27e3,1,0.8333333333333334,0.4166666666666667,0.25,0.75,0.16666666666666666
f3fcfc2d7f42ae5dccfd7652c7c8657e,2,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334
b6526710ce105aa5e6a229bbb895cda7,3,0.75,0.4166666666666667,0.08333333333333333,0.8333333333333334,0.16666666666666666
b54372490fb6e3ccace51c0e3541db08,1,0.8333333333333334,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333
9aa6170f7b9b4a83e695a66bdf482727,3,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.75,0.25
486e25befec8173dae20c0dc83ad51cf,2,0.6666666666666666,0.8333333333333334,0.25,0.9166666666666666,0.5
8a90d8a5aa3eb0be3da2c9b9cdae731c,2,0.9166666666666666,0.08333333333333333,0.5833333333333334,0.5833333333333334,0.08333333333333333
4fae0695454a986d8328aadba1534575,1,1.0,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.3333333333333333
d37f84871a66c3cdc56e168698eb4df3,2,0.6666666666666666,0.5,0.5,0.4166666666666667,0.16666666666666666
7659442ea387e7ac749cfa103cd00e3e,1,0.6666666666666666,0.75,0.25,0.4166666666666667,0.0
406e524e5672daf6c95bd4a77b99aab1,1,0.75,0.75,0.3333333333333333,0.6666666666666666,0.5833333333333334
381bf101484423aeae3cdec929ea7bc9,2,1.0,0.5,0.5,0.0,1.0
4bac3a1b102aa762bb7e0e6dba956848,3,0.8333333333333334,0.25,0.5,0.4166666666666667,0.5
90eb6bb64582f5f267d5878b13889e13,2,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.5833333333333334,0.75
08614ffe83a9fd656e55a3b04ad63260,2,0.5,0.6666666666666666,0.25,0.08333333333333333,0.5833333333333334
65d4d19da29991525bee31a46234c2f3,2,0.75,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.25
7f9708943d2b76715b1ea4c806eaa0ce,3,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333
8dfc6bf83800d081dd4bcec2468d6b9e,2,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.3333333333333333
060ba368aa0c89036bcd60d2eaf0821d,2,0.9166666666666666,0.5833333333333334,0.75,0.6666666666666666,0.16666666666666666
1ac24c5d40258d0fb475b6245f162f8d,3,0.75,0.75,0.4166666666666667,0.5833333333333334,0.08333333333333333
da8db4006fe6c67be94f8a614ad1f4c2,2,0.75,0.6666666666666666,0.25,0.5,0.25
f9603f3aae08b94fe9ef7b63f0d43024,1,0.75,0.25,0.4166666666666667,0.5,0.25
71682560577748eb0b869b6462112f37,2,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.9166666666666666,0.3333333333333333
54a8d9bafb14bbc34bd29bb43afd4f9a,3,0.75,0.5,0.5,1.0,0.5833333333333334
03e2da2157f1a7784d4f832c99e445ca,1,0.5833333333333334,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333
c623f6851b15b4c186774ea9955589e5,2,0.5,0.4166666666666667,0.5833333333333334,0.25,0.25
65aeb1745e7cdf4642109a670b4d6458,3,0.8333333333333334,0.4166666666666667,0.0,0.5833333333333334,0.5
6a053797512306a66c59b6cff357cc06,2,0.75,0.5,0.6666666666666666,0.75,0.16666666666666666
7ffab5e3c024846850f64eb201158056,2,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.75,0.0
58a83486a60dace4c8af7063547a49f4,1,0.6666666666666666,0.6666666666666666,0.5,0.5,0.25
4d39661a6f14a86294dcb3de363fd611,2,0.75,0.6666666666666666,0.0,0.6666666666666666,0.5
64efa50b45006b598299b36668c8239b,2,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.75
912e6694323e3ff866454a3dec7a3191,2,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.4166666666666667
7eff941fb12dfce8f7ee4c2df3ba7c95,2,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.75,0.08333333333333333
ad1eaec7f349e41a8294f4b37819abf4,2,0.8333333333333334,0.08333333333333333,0.6666666666666666,0.8333333333333334,0.4166666666666667
1589809ad03d8e959aa877fcb4e2d409,2,0.5833333333333334,0.5,0.4166666666666667,0.6666666666666666,0.6666666666666666
38c6ad75bb8b9fc638c9b04125c17327,1,0.8333333333333334,0.16666666666666666,0.75,0.3333333333333333,0.5
bbb86c7543b10351c5383686af32e343,1,1.0,0.08333333333333333,0.8333333333333334,0.9166666666666666,0.0
5f026502b710cc151ee87ae8f87f4b5d,1,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.4166666666666667
526ca835abe8d4fba1c3df064ce4ff4c,2,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666
4ab3349d1049a8fb87c9251949ef151b,2,0.8333333333333334,0.5,0.4166666666666667,0.6666666666666666,0.5
71ecdf86e2b14ada2f0818436eec5d08,3,0.8333333333333334,0.3333333333333333,0.25,0.8333333333333334,0.3333333333333333
0d3c66e7cfdb6eef3fbe49735a9a675d,2,0.4166666666666667,0.75,0.4166666666666667,0.8333333333333334,0.16666666666666666
232d2f22041afde422287a0028a76213,2,0.5,0.3333333333333333,0.5833333333333334,0.5,0.8333333333333334
f75ca3a770eff0f9ec5cfe7f8958ee95,1,0.5,0.4166666666666667,0.5833333333333334,0.5,0.08333333333333333
b859f082abcb36d7172ee75198a7153d,1,0.5,0.6666666666666666,0.25,0.6666666666666666,0.5
a365eb5c2bc825c8bb833ff0bd3f17c7,3,0.6666666666666666,0.25,0.3333333333333333,0.75,0.4166666666666667
327856e80e5b3d161fe06de77dae0a75,2,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.16666666666666666
e46267204fe0da35710877834f57a3b4,2,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.5,0.3333333333333333
7022dea54f1bec65ee4e538ffcd84a6a,1,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.5,0.3333333333333333
a88b5a4e66f02d062ab7a48b7cd8c7df,3,1.0,0.6666666666666666,0.08333333333333333,1.0,0.75
c10b484c3f63a9e542c1f16c040c67e0,1,0.75,0.4166666666666667,0.5,0.75,0.5833333333333334
46129e09a0c43f1076de43940bdef444,2,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2e3fd5ac66876b88871475e223e2a886,2,0.8333333333333334,0.9166666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334
677e7b5a7940508fd61493b9c9c5e9c6,1,0.8333333333333334,0.5,0.08333333333333333,0.5833333333333334,0.6666666666666666
83408379248e8cd55567b94a256112dd,1,0.8333333333333334,0.75,0.0,1.0,0.5833333333333334
6ed2b68d81517c07df7021d48fac54e9,2,0.6666666666666666,0.5,0.3333333333333333,0.4166666666666667,0.5833333333333334
76687b29c04a6f0e657ae2577f742d4f,1,0.6666666666666666,0.5833333333333334,0.08333333333333333,0.6666666666666666,0.3333333333333333
318b8b8173dbe08826361d569469d89e,2,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.5
3e1c3ef46aaa8b57458d2df424f99f1e,2,0.6666666666666666,0.5,0.6666666666666666,0.4166666666666667,0.3333333333333333
f3747b8108c7c49cacd81747b7069e7e,1,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333
1b0ea76e8cbb57d3a8810be5c8d476f8,1,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.75,0.16666666666666666
9272ed3b8dc619b4f9db9e77a99cc8f3,1,0.75,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.6666666666666666
5235f99bc3f1b24867aa647d389e6e3f,1,0.5,0.08333333333333333,0.75,0.8333333333333334,0.0
8834c73dd9fafa87e3e0b78a539792af,2,0.5,0.75,0.5,0.8333333333333334,0.5
2681d2f166d9d5351accab7ca1c6b00c,2,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.0
8ff1d39a31b8e5be6feb61e517b9b04f,1,0.75,0.5,0.0,0.5833333333333334,0.25
574c857ea4e6df0d97f75df6a03510a5,1,0.5833333333333334,0.4166666666666667,0.25,0.75,0.4166666666666667
17998bc86567f5b606e15df37749eb53,1,0.6666666666666666,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334
78e93072cfe874f20e5bf6ab7b815a7f,1,1.0,0.5,0.5833333333333334,0.5833333333333334,0.5833333333333334
a4e5c4f5afe713f8e8dbd4796c974144,3,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.5,0.16666666666666666
66a2cd97b33a8c7095a7e97311b1591e,2,0.5,1.0,0.4166666666666667,0.75,0.16666666666666666
0c0d338aed34e0b42e4d849ffc0e60b1,2,0.4166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.4166666666666667
702c2cb4d90f4bcbeb00a993c4239046,1,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333334
658af870ba8eacc717950deb275fc837,2,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.16666666666666666
22b161ed7c8e52a16a304bc847122353,3,0.9166666666666666,0.5,0.0,0.8333333333333334,0.5833333333333334
e53fcf997ebedccd13b199bbee78592b,3,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.25
9ba0ccf0a69ae15c85d1b289baa4d494,2,0.6666666666666666,0.9166666666666666,0.5,0.5,0.25
9ba0ccf0a69ae15c85d1b289baa4d494,2,0.6666666666666666,0.9166666666666666,0.5,0.5,0.25
01aedde55cfaf3825b8f1e162fda5225,1,0.75,0.5,0.6666666666666666,0.3333333333333333,0.08333333333333333
497b39a8683a53512c8def4efa0caf5a,1,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.08333333333333333
1ae8bd98b2654b83aff78ab5ef9f48dd,1,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.25
11be3af40931ff45392d64a291ddb9ef,2,0.75,0.4166666666666667,0.5,0.75,0.5
8c4fe00448b5cf2833c438204ebfff8d,2,0.4166666666666667,0.5,0.6666666666666666,0.4166666666666667,0.3333333333333333
70c3300e28e636b10ac748f266ae813b,1,1.0,0.9166666666666666,0.4166666666666667,0.75,0.5
